# dataset B: 12440 rows, 3063 chemical families. data/datasetB_featurized.npz rows (Tc>0 subset of data/supercon_stanev.csv); family = `groups` field.
# fold_deterministic = GroupKFold(5) (no shuffle, published protocol); fold_seedS = GroupKFold(5, shuffle=True,
#   random_state=S); random_fold_seedS = KFold(5, shuffle=True, random_state=S). scikit-learn 1.7.2,
#   pandas 2.3.2, numpy 2.3.3. Generated by code/v2/make_splits.py.
# GroupKFold breaks size ties by the ORDER of the integer family codes (pandas.factorize order of first
#   appearance), so the fold assignment depends on the code order, not only on the family partition.
#   These indices, not just the procedure, are the reference. Read with pandas.read_csv(..., comment='#').
row_index,family_id,family_key,fold_deterministic,fold_seed0,fold_seed1,fold_seed2,fold_seed3,fold_seed4,random_fold_seed0,random_fold_seed1,random_fold_seed2,random_fold_seed3,random_fold_seed4,fold_deterministic_v1_prefilter_codes
5371,955,Ir|Ru,2,2,0,0,3,1,3,4,2,2,2,2
5372,290,Ba|Ca|Cu|La|O|Y,2,0,4,0,1,2,3,2,1,3,2,1
5373,2048,C|Ge|Sc,2,0,1,0,3,4,0,4,2,0,0,3
5374,153,Ba|Cu|Ni|O|Y,1,4,4,4,2,1,4,4,2,4,3,1
5375,528,C|Hf|Mo,0,1,2,4,1,3,1,0,4,2,1,4
5376,1025,Ga|Mn|Nb,1,1,4,0,2,4,3,1,1,0,2,2
5377,496,In|Pb,4,0,3,1,4,2,2,0,0,1,4,2
5378,575,Os|W,2,0,2,1,2,2,1,4,0,2,1,4
5379,1463,Tc|V,0,1,0,1,3,0,3,3,3,0,4,2
5380,1070,As|Fe|Gd|O,4,0,0,4,0,4,1,4,2,4,0,1
5381,49,Ba|Cu|La|O,3,0,2,4,3,0,0,4,2,0,4,3
5382,383,Al|Nb|Sn,3,2,0,2,4,4,4,2,2,0,2,0
5383,1393,As|La|Ni|O|Sr,3,0,4,2,4,3,3,4,3,3,2,1
5384,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,1,3,0,2,3,0
5385,1981,Bi|La|O|S|Th,1,1,4,1,4,2,1,1,1,4,1,4
5386,928,Al|Nb|Zr,1,4,4,0,0,2,1,0,0,0,1,1
5387,2049,Cl|Cu|O|Sr,3,2,2,3,2,0,2,2,2,0,0,2
5388,733,Re|W,0,2,1,0,2,2,3,1,0,1,4,1
5389,524,Os|Re,2,3,4,2,4,3,0,3,3,2,4,3
5390,644,Ir|Pt|Te,4,2,1,2,3,2,4,1,1,1,4,0
5391,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,4,3,3,4,4,1
5392,1662,Bi|Ca|Cu|Dy|O|Sr,4,1,3,3,3,4,2,3,1,0,2,2
5393,922,Mo|Os,1,3,3,2,0,0,4,1,3,2,3,3
5394,603,Ba|Ca|Cu|Fe|La|O|Y,1,4,3,0,0,4,4,4,2,0,3,1
5395,434,Re|Ta,1,2,2,4,4,0,3,0,4,2,0,1
5396,568,Ba|Bi|Sb,3,1,3,1,1,2,2,4,3,1,3,4
5397,2050,Ir|Rh|S,0,0,3,1,4,1,2,2,4,0,1,3
5398,1192,Hg|Mg,3,2,4,3,0,4,1,1,1,4,1,3
5399,77,Cu|O|Sr|W|Y,1,2,4,3,4,1,3,3,0,0,1,3
5400,1019,Ce|Cu|La|O,0,3,4,3,4,1,4,4,2,1,2,0
5401,559,B|C|Mg,0,3,1,1,2,2,3,2,3,4,4,3
5402,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,4,0,1,3,4,2
5403,1738,Cr|Ir,0,0,4,4,4,1,3,4,3,4,2,0
5404,930,H|Nb|Pd,1,2,3,3,2,1,0,4,1,4,1,1
5405,2051,Ba|Cu|Hg|Mn|O,4,4,3,0,3,4,4,4,1,3,4,3
5406,1103,P|Rh|Ru,1,1,3,2,4,4,1,4,3,0,0,2
5407,2052,Cr,0,2,4,2,1,3,1,3,1,1,1,4
5408,2053,Ir|Te,0,2,2,4,1,2,2,1,1,1,2,3
5409,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,2,4,3,3,4,2
5410,1999,H|S|Ta,0,3,0,1,2,2,4,4,3,2,0,1
5411,333,C|Er|Th,4,0,4,2,3,0,3,0,1,2,2,1
5412,1723,Ir|Pd,0,4,2,2,1,1,1,3,1,1,0,2
5413,801,Ba|Ge,1,2,2,3,3,4,3,4,2,3,3,0
5414,2054,Hf|Ir|Si,1,1,2,2,0,1,3,0,4,3,1,3
5415,2055,K|O|Re,4,2,4,0,1,4,1,3,2,4,4,2
5416,84,H|Pd,0,4,3,0,4,4,0,4,4,0,4,2
5417,2056,Mo|Sb,0,3,1,4,3,2,2,0,2,4,1,1
5418,1768,Au|C|Y,3,0,0,2,4,1,3,3,2,2,0,4
5419,553,Ba|O|Rb|Sb|Ti,3,0,1,3,4,2,0,4,4,4,4,4
5420,1182,Ba|Cu|Er|O|Pr,3,1,4,2,0,1,1,2,1,4,1,2
5421,2027,Ca|Cu|F|O|Pb|Sr|Y,1,1,1,2,2,2,2,3,4,2,2,2
5422,503,C|Sc|Th,1,0,1,1,4,3,1,2,0,2,0,2
5423,956,Ba|Cu|Eu|O|Pr,0,4,4,1,3,3,0,4,2,0,0,3
5424,2057,Fe|Rb|Se|Te,4,1,3,1,3,0,2,1,4,1,4,3
5425,33,C|N|Nb,1,0,3,0,2,3,3,0,2,2,2,3
5426,1519,Cu|Sn,2,0,2,0,4,4,1,3,0,3,0,3
5427,455,Ba|Cu|O|Tl,1,1,3,2,4,3,3,4,4,4,1,2
5428,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,0,4,4,4,1,1
5429,469,Ba|Ca|Cu|Gd|Hf|O,4,4,4,3,0,2,1,2,4,0,4,1
5430,2058,As|Ba|Fe,2,2,3,1,3,1,3,2,4,0,0,2
5431,2059,Cu|Rh|S,1,4,3,3,4,1,1,1,4,4,1,2
5432,2060,Ba|Cu|Er|Fe|O|Sr,3,1,0,3,3,0,2,3,3,1,0,3
5433,507,Ba|Cu|H|O|Y,2,1,2,4,1,2,0,3,3,2,3,2
5434,1078,Ga|Nb|Ni|Zr,3,0,3,0,4,4,3,3,4,3,2,3
5435,685,Ba|Cu|Lu|O|Pr|Sr,4,0,1,3,0,3,3,2,4,3,2,3
5436,2061,B|C|La|Pr|Pt,3,0,3,3,4,1,2,1,4,0,2,4
5437,36,Bi|Ca|Cu|O|Sr|Y,4,2,4,1,1,0,2,2,2,0,1,4
5438,691,Ba|O|Sr|Ti,2,4,4,1,2,1,0,2,3,3,0,3
5439,145,Ba|Cu|Dy|O,2,1,4,1,3,4,2,4,2,1,4,2
5440,12,Ba|Ca|Cu|O|Y,3,3,3,3,4,4,4,1,2,1,3,3
5441,2062,Pt|Th,1,1,1,3,2,3,0,1,4,0,4,1
5442,6,Co|Cu|La|O|Sr,1,1,0,1,0,4,4,2,1,4,1,3
5443,2063,C|K|Na,0,1,1,0,4,2,1,0,0,4,3,0
5444,2064,In|Sb|Te,4,0,1,2,1,2,4,1,0,3,0,4
5445,2065,Cu|Ir|Pt|Se,3,1,0,0,1,0,3,3,2,0,0,4
5446,461,Al|Ba|Cu|O|Y,1,0,4,4,3,2,4,2,4,1,0,4
5447,1444,Br|Ca|Cu|Na|O,3,3,3,4,1,3,2,2,0,3,4,3
5448,277,Al|Nb|W,3,4,3,2,4,1,2,2,1,0,2,4
5449,243,Cu|O|Re|Sr|Y,0,3,4,1,2,4,1,3,2,3,4,3
5450,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,3,0,3,0,3,3
5451,2066,Ba|Cu|La|O|Tl,1,1,1,0,4,2,3,2,0,1,1,0
5452,2067,Cl|Hf|N|Sr,2,2,0,4,0,2,0,4,2,4,1,1
5453,2068,Ga|Ni|Zr,3,3,0,1,4,1,1,0,4,0,0,2
5454,140,Cu|S|Ta,4,2,1,0,0,4,2,4,4,1,2,3
5455,2069,In|Pb|Y,1,3,4,1,4,0,0,3,3,1,1,0
5456,32,Ce|Cu|Gd|Nd|O,4,3,1,4,4,4,2,4,2,0,2,4
5457,482,Nb|V|Zr,1,0,3,3,1,3,2,3,3,3,0,0
5458,1242,Bi|Cu|Mo|O|Pb|Sr|Y,2,1,3,0,2,4,2,1,3,4,3,0
5459,411,Bi|Ca|Cu|I|O|Sr,4,0,4,2,2,1,1,0,2,2,0,1
5460,581,Ti|V,3,1,3,1,1,2,0,3,1,2,3,0
5461,1801,Nb|Si,1,1,4,1,3,4,2,0,1,0,0,2
5462,597,Ce|Cu|Ge|Si,1,1,3,1,0,1,3,2,4,2,1,0
5463,240,As|Ba|Co|Fe|K,1,2,4,0,0,4,0,4,1,0,2,1
5464,1494,Co|Ga|Nb,2,0,1,1,0,4,1,3,2,1,3,2
5465,290,Ba|Ca|Cu|La|O|Y,2,0,4,0,1,2,4,0,2,0,3,1
5466,42,Cu|La|O|Sr|Zn,1,2,4,4,3,1,1,1,3,2,3,1
5467,359,Cs|O|W,3,1,3,4,2,4,2,2,4,1,0,2
5468,6,Co|Cu|La|O|Sr,1,1,0,1,0,4,1,0,4,2,0,3
5469,66,Ba|Ca|Cu|La|O|Sr,3,2,3,2,4,1,3,1,4,0,4,2
5470,2070,As|Hf|Zr,4,1,0,3,3,3,0,1,4,1,3,3
5471,945,Bi|F|La|O|S|Se,3,4,0,3,3,3,4,3,3,4,4,4
5472,999,B|C|Mo|Ta,0,0,4,3,2,1,0,0,1,1,1,4
5473,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,2,1,4,0,0,0
5474,74,Ba|Cu|La|O|Y,2,3,3,3,3,1,1,3,2,0,0,2
5475,1685,Ce|Pt|Si,0,3,0,0,2,1,0,0,2,0,4,3
5476,338,As|Ce|Fe|H|O,3,0,1,0,2,1,2,1,1,2,2,0
5477,2071,Ca|Cu|O|Sm|Sr|Tl,1,4,3,3,4,4,3,1,3,2,3,1
5478,2072,Al|Ca|Cu|Ho|O|Sr,3,1,4,1,2,4,3,2,3,4,0,1
5479,1892,Fe|H|Li|O|S|Se,0,3,1,0,2,3,4,4,1,4,1,3
5480,1978,Au|La,0,4,2,0,1,3,0,4,4,3,2,2
5481,2073,Ba|Cu|O,0,1,0,3,1,2,1,0,0,4,4,4
5482,31,Ba|Cu|O|Pr|Sr|Y,0,2,3,4,1,0,2,2,1,3,2,2
5483,570,In|Sn|Te,4,0,3,1,2,1,2,3,2,2,2,4
5484,64,Ba|Cu|O|Y|Zn,1,1,2,4,3,2,3,1,0,4,2,1
5485,2074,As|Eu|Fe|Na,1,2,1,1,4,2,2,0,2,0,1,0
5486,1469,B|La|Y,0,4,4,2,3,4,3,0,2,0,2,0
5487,1670,Ca|Li|Nb|O|Rb,3,0,1,0,0,0,4,0,4,4,3,2
5488,675,Ba|Cu|O|Sm,0,0,0,2,2,0,1,1,4,3,0,0
5489,536,Pd|Sb|V,3,0,2,3,0,3,1,0,2,2,4,0
5490,886,Ba|Si,1,0,4,0,3,1,1,4,0,2,2,3
5491,86,Ba|Cu|O|Y,4,4,4,2,0,4,4,0,0,0,0,4
5492,192,Nb|Ta|Ti,2,0,0,2,0,4,2,2,4,2,3,0
5493,252,Ce|Cu|La|O|Pr,0,0,4,3,3,0,0,0,1,2,2,3
5494,1843,Ce|La|Pt|Si,1,2,3,0,2,0,2,2,1,3,2,1
5495,1108,Ce|Cu|O|Pr,2,0,2,2,4,1,0,2,3,3,0,0
5496,54,Nb|Ta,1,2,0,0,3,2,0,1,0,1,1,0
5497,648,Ta|Zr,3,0,4,1,2,2,4,3,4,4,3,4
5498,1632,B|Mg|Zr,4,0,4,1,4,3,2,3,4,0,1,0
5499,813,Ru|V,4,2,0,1,3,1,0,0,1,3,4,2
5500,1632,B|Mg|Zr,4,0,4,1,4,3,2,2,3,2,1,0
5501,1556,C|H|N|Na|Rb,2,4,0,0,3,3,1,4,3,3,2,2
5502,721,Ga|Nb|Sn,0,2,4,2,3,2,1,1,4,3,4,1
5503,62,Al|Ge|Nb,2,3,3,0,1,3,4,0,2,2,1,2
5504,499,Mo|Tc,2,3,0,0,0,1,3,2,2,3,1,1
5505,901,Al|Nb|Se,2,3,4,3,0,2,1,1,0,1,2,4
5506,1762,As|Ca|Fe|La,1,0,4,2,4,3,2,1,4,1,1,4
5507,269,Ba|Cu|La|Nd|O,3,1,4,1,0,3,0,4,3,3,3,1
5508,788,Bi|Ca|Cu|O|Sr|Yb,4,3,1,0,4,1,1,0,0,3,3,0
5509,1808,O|Ti,0,0,2,4,0,3,4,3,1,0,2,0
5510,253,Fe|K|Mn|Se,2,0,4,0,4,1,0,1,2,1,2,3
5511,1607,Al|La|Tb,2,3,2,4,4,4,3,0,3,2,1,2
5512,2075,As|Eu|Fe|K|Ni,4,1,0,4,2,4,3,2,0,1,3,3
5513,2076,Ag|S|Se|Sn,0,4,3,1,0,4,2,2,4,1,0,2
5514,1723,Ir|Pd,0,4,2,2,1,1,3,0,2,4,0,2
5515,148,Nb|Ti,4,0,1,0,2,1,3,2,2,1,4,2
5516,1,Ba|Ca|Cu|La|O,0,0,1,3,2,4,3,4,3,0,1,0
5517,2077,Ir|Pd|Te,2,2,4,3,4,2,4,3,4,1,0,4
5518,1234,La|Lu|Tb,4,2,0,4,1,2,1,2,1,1,0,2
5519,1693,Bi|O|Rb,4,1,4,2,2,3,0,0,3,1,2,4
5520,416,As|Ba|Co|Fe,3,2,2,4,2,1,3,2,4,3,4,3
5521,268,Fe|Ti|V,2,2,1,0,2,0,1,2,1,2,4,3
5522,496,In|Pb,4,0,3,1,4,2,4,3,1,1,1,2
5523,887,Be|Re,2,3,3,2,4,2,2,1,1,0,2,1
5524,130,Be|Th|U,2,4,1,0,3,3,3,2,4,1,3,0
5525,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,1,3,4,4,1,3
5526,2078,Ir|Si|Tm,2,3,0,3,1,1,3,1,4,0,2,1
5527,1062,Ce|Co|In|Yb,3,1,4,2,4,3,3,1,0,0,1,4
5528,1892,Fe|H|Li|O|S|Se,0,3,1,0,2,3,2,0,0,1,0,3
5529,97,As|Co|Eu|Fe|Sr,2,1,3,4,1,3,2,2,2,0,0,0
5530,1377,Ga|Nb|Zn,1,0,1,4,2,2,1,4,4,2,2,0
5531,2079,Bi|Eu|F|S,3,0,3,0,3,1,4,2,3,4,2,2
5532,2080,Ce|Co,4,4,3,2,1,0,3,3,2,0,3,2
5533,216,Cu|La|O|Sr,4,4,1,1,0,1,4,3,0,0,2,4
5534,2081,Ba|Cu|O|Tb|Y,0,4,3,0,4,1,4,3,0,0,4,3
5535,2082,Pb|Sn|Te,4,1,0,4,1,0,4,3,3,3,0,2
5536,2083,Ce|In|Ir,0,2,0,2,4,0,2,4,0,0,1,3
5537,829,Mo|Nb,4,1,0,0,2,0,3,3,0,1,3,2
5538,2084,Ba|Cu|Eu|O|Sr,4,4,0,0,4,3,4,4,2,1,3,0
5539,1505,B|Ho|Ir,0,0,2,1,4,2,3,0,1,0,1,3
5540,182,La|Y,2,0,1,3,4,0,1,2,3,2,0,1
5541,476,Ba|Cu|Ga|O|Y,0,1,1,0,4,0,2,4,0,0,3,1
5542,44,Cu|La|Nd|O|Sr,3,0,2,3,4,2,2,0,4,2,3,0
5543,6,Co|Cu|La|O|Sr,1,1,0,1,0,4,0,0,2,0,1,3
5544,649,Ba|Ca|Cu|Er|Hf|O,3,3,3,0,1,1,2,0,4,0,1,4
5545,86,Ba|Cu|O|Y,4,4,4,2,0,4,2,4,3,0,3,4
5546,1126,Nb|Si|Ti,2,2,1,4,2,2,2,2,3,4,4,2
5547,199,Al|Si|V,4,4,1,1,1,2,2,2,0,0,2,4
5548,758,B|Fe|Mg,3,1,2,0,2,2,1,3,1,4,3,1
5549,79,Fe|Se|Te,4,3,3,0,1,3,4,2,4,1,2,0
5550,523,Re|Zr,2,3,2,0,3,2,3,2,2,0,4,3
5551,829,Mo|Nb,4,1,0,0,2,0,4,2,3,2,3,2
5552,2085,Lu|Pt|Si,1,3,0,2,0,4,1,1,0,1,2,4
5553,2086,Nb|Pb|S|Ta,2,3,3,4,1,3,2,2,0,4,4,0
5554,2087,Co|Rh|Si,3,1,2,4,3,4,1,3,0,3,2,1
5555,49,Ba|Cu|La|O,3,0,2,4,3,0,3,3,2,2,4,3
5556,2088,As|Ba|Fe|K|Ni,2,0,0,0,1,1,2,2,2,0,0,0
5557,1482,As|Fe|La|O|Sr,4,2,1,3,2,2,1,3,3,3,1,1
5558,2089,Bi|Ce|Cu|Ho|O|Sr,4,4,3,2,3,2,3,0,3,0,2,2
5559,694,Ba|Cu|Gd|O|Pr,4,4,3,2,3,0,0,1,2,4,1,2
5560,894,As|F|Fe|La|O|Sb,1,4,2,4,0,4,0,4,2,1,4,4
5561,36,Bi|Ca|Cu|O|Sr|Y,4,2,4,1,1,0,1,4,4,3,4,4
5562,1475,As|Fe|O|Tb,1,2,1,1,2,0,3,1,3,0,2,2
5563,86,Ba|Cu|O|Y,4,4,4,2,0,4,0,1,4,0,4,4
5564,2090,Ru|Si|Th,3,0,3,2,3,2,1,4,0,0,0,1
5565,2091,Ge|Lu|Sn,1,4,4,4,4,4,2,4,1,4,3,2
5566,1406,Sn|Te,4,3,2,4,0,4,0,4,3,2,4,0
5567,416,As|Ba|Co|Fe,3,2,2,4,2,1,0,1,1,0,2,3
5568,2092,Mg|Zn,1,3,4,4,4,1,2,0,3,4,3,1
5569,71,Ba|Cu|Li|O|Y,4,2,4,1,4,0,1,3,3,4,3,3
5570,814,Bi|Ca|Cu|Gd|O|Sr,4,3,4,2,0,1,2,1,4,0,0,2
5571,142,Br|C|I|Y,2,2,2,0,2,4,1,1,1,2,4,0
5572,2093,Ce|Ge|Pr|Pt,1,3,2,2,2,3,4,4,2,2,0,0
5573,1597,Ca|Cu|Eu|O|Pb|Sr,3,2,2,3,0,0,0,3,4,2,4,0
5574,1691,Bi|Ca|Cu|O|Pr|Sr,2,1,2,2,0,4,3,4,4,1,1,0
5575,263,Ga|Nb,3,0,4,0,0,4,0,3,1,4,3,4
5576,152,Ba|Cu|O|Sr|Y,2,2,4,0,3,2,4,2,2,0,0,0
5577,357,Mo|Zr,4,1,4,3,1,0,2,2,1,0,2,3
5578,2094,Ge|Pt|Sr,4,2,3,1,1,1,1,4,1,1,1,1
5579,457,Ca|Cu|La|O|Sr,0,0,1,2,2,2,1,4,4,2,1,1
5580,2095,O|Sr|W,0,1,3,2,2,0,4,4,2,1,0,4
5581,2096,La|Sb|Y,0,0,1,4,2,2,1,1,1,1,4,0
5582,2097,C|Nb|Ta,3,3,0,3,4,0,1,4,0,2,3,2
5583,1497,La|Ru|Si,4,4,0,3,3,1,0,0,1,4,2,3
5584,2098,O|Rh|Zr,4,3,2,1,3,0,3,3,1,4,1,0
5585,350,Ba|Ca|Cu|La|Nd|O,2,4,3,4,0,4,1,1,3,0,2,1
5586,514,Bi|In,3,0,1,2,2,2,0,3,4,1,0,0
5587,36,Bi|Ca|Cu|O|Sr|Y,4,2,4,1,1,0,1,4,4,1,0,4
5588,417,Ca|Cu|O|Sr|Tl,2,3,4,2,3,0,3,4,2,2,4,4
5589,2099,Au|Zr,2,0,2,4,2,4,1,1,0,1,0,1
5590,1662,Bi|Ca|Cu|Dy|O|Sr,4,1,3,3,3,4,1,1,0,0,0,2
5591,570,In|Sn|Te,4,0,3,1,2,1,2,1,0,0,3,4
5592,932,As|F|Fe|Ni|O|Sm,3,4,0,3,0,2,1,1,0,1,2,2
5593,2100,C|Ta|W,1,0,0,2,3,4,4,2,4,1,1,2
5594,905,Cu|La|Nd|O,0,1,4,3,2,3,4,2,4,4,3,1
5595,72,B|C|Mg|Ni,4,2,0,0,0,0,0,4,4,2,0,2
5596,57,Ba|Ca|Co|Cu|O|Y,1,1,3,4,0,1,4,2,0,0,0,2
5597,597,Ce|Cu|Ge|Si,1,1,3,1,0,1,3,2,4,1,4,0
5598,1234,La|Lu|Tb,4,2,0,4,1,2,3,3,4,4,2,2
5599,642,Ba|Cu|Dy|O|Sr,4,3,1,1,2,3,2,3,4,3,2,2
5600,65,Ba|Bi|K|O,3,2,0,2,0,0,3,2,2,0,4,3
5601,956,Ba|Cu|Eu|O|Pr,0,4,4,1,3,3,0,0,0,2,0,3
5602,938,As|Fe|La|O|Zn,2,0,3,4,1,4,0,3,3,0,0,4
5603,1364,Ni|Zr,2,1,2,3,2,1,3,1,3,4,4,4
5604,98,B|C|Ni|Pr|Y,0,0,0,0,3,1,4,0,0,3,3,2
5605,774,Ca|Cu|O|Pr|Sr|Tl,3,4,0,4,3,0,3,4,1,4,4,0
5606,145,Ba|Cu|Dy|O,2,1,4,1,3,4,0,3,1,3,4,2
5607,2101,Cs|Fe|Se|Tl,0,3,2,4,0,1,3,1,4,1,3,3
5608,1199,Cu|Nd|O|Sr,1,0,3,2,0,0,2,0,3,0,2,2
5609,680,Al|Pd|U,0,4,1,4,1,4,1,1,1,4,0,3
5610,2102,N|Pt,1,3,1,4,2,4,4,4,2,0,1,4
5611,2103,Ga,2,2,4,4,2,2,0,4,4,1,3,0
5612,189,Rh|Zr,4,0,1,3,3,1,4,3,1,3,1,4
5613,766,Ta|Ti|V,3,1,2,4,3,3,1,2,0,4,0,1
5614,495,Nb|Se,0,3,0,4,4,0,0,2,4,0,2,3
5615,261,Ba|Cu|Nd|O|Pr,3,1,2,4,3,0,3,2,0,4,4,3
5616,216,Cu|La|O|Sr,4,4,1,1,0,1,4,0,3,3,3,4
5617,261,Ba|Cu|Nd|O|Pr,3,1,2,4,3,0,0,4,0,4,3,3
5618,2104,Ba|Ca|Cu|O,1,0,3,3,4,3,4,3,4,3,0,4
5619,2105,As|Co|Fe|Li,1,4,1,0,2,3,1,1,2,3,3,3
5620,2106,Cr|Os,2,1,1,2,2,1,4,0,0,4,3,4
5621,1489,La|Lu,0,1,0,2,1,2,2,3,4,2,1,4
5622,684,Ba|Ca|Cu|Hg|O,0,1,4,0,4,3,1,3,1,3,0,4
5623,354,B|Ho|Rh|Ru,0,2,3,1,3,0,3,0,2,0,4,1
5624,1634,Ce|Co|In|Zn,0,4,3,1,0,4,2,4,3,1,4,1
5625,946,As|Ca|Co|F|Fe,4,2,2,2,2,4,1,1,1,2,2,1
5626,144,B|C|Dy|Ho|Ni,3,1,4,4,2,0,3,4,2,1,4,1
5627,1783,Bi|O|S|Se,0,0,2,3,0,0,4,4,1,4,3,2
5628,1248,Fe|Ti,3,3,0,0,3,3,2,4,1,1,4,4
5629,2107,Mo|O|Pb|S,3,4,2,4,0,1,1,3,4,3,3,1
5630,993,Mo|Si|V,2,0,0,0,1,0,4,1,4,0,1,4
5631,1072,Nb|Si|V,0,3,4,1,1,3,2,3,4,2,2,2
5632,1039,B|C|Ni|Ru|Y,4,2,1,3,4,2,2,3,3,3,1,3
5633,1574,Ca|Cu|Ga|O|Sr|Y,2,4,2,3,0,4,1,1,3,0,2,0
5634,2108,Ce|Co|Hg|In,3,1,3,3,4,4,2,3,0,4,4,2
5635,189,Rh|Zr,4,0,1,3,3,1,3,0,4,1,2,4
5636,734,Ge|Nb,1,3,4,0,2,2,2,0,2,1,4,4
5637,1924,Ag|Se|Sn,3,4,1,1,2,0,4,0,0,4,3,4
5638,1266,B|C|Gd|Ni|Y,1,0,0,1,3,3,4,0,3,4,2,1
5639,2109,Mg|Pb,3,2,2,2,2,2,2,3,2,2,1,1
5640,2110,Ru|Y,4,1,0,1,4,1,1,2,1,3,0,4
5641,2111,P|Rh|Ta,0,3,0,4,4,2,4,3,1,2,0,2
5642,2112,B|C|Pd|Th,0,2,3,0,0,0,2,1,1,1,3,1
5643,54,Nb|Ta,1,2,0,0,3,2,0,3,4,0,4,0
5644,2113,B|C|Cu|Ni|Y,3,2,2,1,0,2,1,2,4,2,3,0
5645,2114,Cl|Li|N|Ti,1,2,1,2,0,2,3,1,3,4,0,3
5646,210,B|Mg,3,2,2,2,0,0,1,0,0,4,1,4
5647,401,Co|Zr,0,3,3,0,2,1,0,2,0,4,1,4
5648,1094,Be|Ru,2,0,1,3,2,1,3,2,4,2,2,0
5649,1498,Ba|Cu|La|O|Pr,1,3,0,4,4,0,3,0,2,4,3,2
5650,1172,Bi|La|Ni,2,4,2,4,4,0,2,0,4,2,0,3
5651,68,Bi|Sn,2,3,2,0,3,1,1,4,1,1,1,1
5652,1782,Co|Cu|Zr,0,3,0,0,4,1,4,2,3,1,2,1
5653,1795,La|P|Rh,2,4,4,1,0,4,1,0,0,0,3,1
5654,254,Cu|Fe|O|Sr|Y,4,1,1,3,3,2,2,4,1,0,4,0
5655,1210,Bi|Ce|F|Nd|O|S,4,2,0,3,1,2,2,1,3,4,4,4
5656,723,Nb|Sn|Ta,3,1,3,4,3,1,0,4,2,4,3,0
5657,2115,Bi|Ca|Cu|O|Pb|Sb|Sr,2,2,1,2,1,1,1,1,0,0,3,4
5658,699,Al|Ni|U,1,4,3,1,2,4,2,2,3,1,4,3
5659,1767,Ag|N|O,4,1,0,0,2,4,0,1,3,0,4,3
5660,1314,Ba|Cu|La|O|Sr|Tl,4,4,3,0,2,3,0,0,0,4,4,4
5661,71,Ba|Cu|Li|O|Y,4,2,4,1,4,0,4,3,4,2,1,3
5662,2116,O,3,3,3,0,1,0,4,3,4,4,1,0
5663,1701,Pb|Pt,4,4,2,2,2,0,2,1,2,0,0,4
5664,2117,Re|Si,4,4,0,1,0,4,2,2,3,4,1,1
5665,543,Nb|Pt|Rh,4,0,1,2,3,4,3,1,1,4,4,3
5666,2118,Fe|Li|Se,0,3,2,0,1,0,4,4,1,3,4,2
5667,2119,Ga|In|La,0,3,3,0,2,3,2,3,2,1,3,0
5668,146,Ba|Cu|Er|O,0,4,2,1,2,2,2,3,3,3,1,0
5669,617,Ba|Cu|O|Pr|Yb,4,3,4,2,0,1,2,0,4,3,3,1
5670,216,Cu|La|O|Sr,4,4,1,1,0,1,2,0,3,3,0,4
5671,555,Ba|Cu|La|Ni|O,0,4,1,3,3,1,3,2,1,3,4,4
5672,65,Ba|Bi|K|O,3,2,0,2,0,0,4,4,2,2,3,3
5673,527,Ir|Rh|Ru,3,0,0,0,1,3,3,2,2,2,0,2
5674,54,Nb|Ta,1,2,0,0,3,2,4,2,2,2,0,0
5675,286,Ba|Cu|O|Pr|Y,3,1,2,0,3,0,4,2,4,2,0,3
5676,455,Ba|Cu|O|Tl,1,1,3,2,4,3,1,2,3,2,0,2
5677,2120,C|Mo|Pt,1,4,3,3,2,2,2,4,2,0,4,3
5678,1364,Ni|Zr,2,1,2,3,2,1,3,1,3,3,2,4
5679,350,Ba|Ca|Cu|La|Nd|O,2,4,3,4,0,4,3,2,0,4,0,1
5680,59,Bi|Ca|Cu|O|Sr,2,1,2,3,0,3,3,1,4,1,2,2
5681,2121,As|Fe|Gd|O|Th,2,4,1,3,1,2,4,4,1,0,2,1
5682,2122,C|Li|N|Na,3,0,3,1,3,1,1,0,3,1,4,0
5683,992,Bi|F|La|O|S,2,2,2,4,4,1,4,0,1,2,1,3
5684,2123,Sb|Zr,1,1,1,3,0,2,4,0,1,1,3,4
5685,2124,Ca|Ir|Si,4,2,2,1,4,2,2,3,0,2,4,4
5686,1062,Ce|Co|In|Yb,3,1,4,2,4,3,0,0,1,4,2,4
5687,2125,Pb|Se|Ti,4,1,4,1,2,3,1,2,1,1,4,1
5688,450,Ba|Cu|F|O|Y,1,3,4,2,1,2,2,3,0,2,0,0
5689,115,Pb|Tl,4,3,1,2,2,0,2,1,2,4,0,2
5690,1977,As|Fe|Nd|O,4,1,0,2,3,4,1,0,4,4,0,4
5691,600,Bi|Cu|La|O|Pb|Sr|Y,2,0,0,1,1,1,4,2,1,4,2,2
5692,1565,As|Fe|H|O|Sm,2,4,0,4,4,3,0,0,3,0,4,1
